,SA2_NAME16,Longitude,Latitude,X,Y,Remoteness,IRSD,PAP,PPHD,PSCD,PEMD,PLCS,PCS,PVOD,PVTD,PI,PCOB,PD,PML
1,Alexandra Hills,153.2291453,-27.53249611,1868969.075,-3262319.46,1,6,0.75984252,0.158163265,0.132653061,0.112244898,0.12244898,0.12755102,0.270408163,0.168367347,0.11023622,0.829213483,0.016853933,0.887139108
2,Belmont - Gumdale,153.1586531,-27.50709197,1862593.146,-3258524.623,1,10,0.866666667,0.08045977,0.103448276,0.103448276,0.022988506,0.034482759,0.195402299,0.091954023,0,0.795669824,0.02435724,0.755555556
3,Birkdale,153.2107387,-27.49970794,1867740.496,-3258498.833,1,8,0.858513189,0.138121547,0.165745856,0.143646409,0.093922652,0.138121547,0.303867403,0.171270718,0.038369305,0.900206469,0.01651755,0.95283773
4,Capalaba,153.2029441,-27.54307918,1866266.001,-3263074.952,1,6,0.842975207,0.144047619,0.135714286,0.119047619,0.086904762,0.108333333,0.283333333,0.154761905,0.152892562,0.931216931,0.028218695,0.958677686
5,Thorneside,153.2007063,-27.48444624,1867026.936,-3256698.75,1,5,0.972477064,0.130434783,0.130434783,0.086956522,0.086956522,0.108695652,0.282608696,0.152173913,0.128440367,0.932975871,0.048257373,1
6,Wellington Point,153.2414666,-27.49477931,1870786.891,-3258422.721,1,9,1,0.141666667,0.058333333,0.058333333,0.041666667,0.083333333,0.216666667,0.075,0.034246575,0.906432749,0.052631579,0.942922374
7,Cleveland,153.2674778,-27.53294806,1872658.018,-3262938.989,1,6,0.720538721,0.047244094,0.05511811,0.078740157,0.070866142,0.05511811,0.165354331,0.094488189,0.094276094,0.796278159,0.035259549,0.684624018
8,Ormiston,153.2551197,-27.51010685,1871847.886,-3260284.071,1,9,1,0.065217391,0.065217391,0.086956522,0.065217391,0.065217391,0.195652174,0.108695652,0.04137931,0.715705765,0,0.625287356
9,Redland Bay,153.290817,-27.64788175,1872985.035,-3275719.513,1,8,0.719230769,0.087719298,0.092105263,0.078947368,0.057017544,0.052631579,0.188596491,0.100877193,0.073076923,0.790171176,0.053009387,0.892307692
10,Sheldon - Mount Cotton,153.216893,-27.60767783,1866534.05,-3270270.502,1,10,0.899653979,0.047619048,0.063492063,0.063492063,0.063492063,0.031746032,0.111111111,0.071428571,0.062283737,0.909448819,0.017716535,1
11,Thornlands,153.2608906,-27.56767665,1871442.489,-3266597.582,1,9,0.93877551,0.057591623,0.078534031,0.073298429,0.010471204,0.036649215,0.157068063,0.073298429,0.107142857,0.893430657,0.061313869,1
12,Victoria Point,153.2868875,-27.58707755,1873623.947,-3269083.601,1,6,0.772222222,0.070422535,0.077464789,0.063380282,0.042253521,0.042253521,0.176056338,0.084507042,0.083333333,0.874600639,0.04313099,0.875925926
13,Redland Islands,153.4413898,-27.5587629,1888991.17,-3268333.969,3,1,0.829931973,0.142857143,0.095238095,0.095238095,0.095238095,0.047619048,0.26984127,0.095238095,0.380952381,0.845401174,0.035225049,0.616780045
14,Brisbane Port - Lytton,153.1978084,-27.3811297,1868468.131,-3245478.995,1,6,0.970938375,0.111547002,0.12842339,0.097261288,0.041802369,0.073593634,0.249703923,0.120928942,0.119747899,0.930077021,0.031208406,0.969537815
15,Manly - Lota,153.1855733,-27.46240272,1865933.821,-3254089.306,1,8,0.932038835,0.050632911,0.063291139,0.063291139,0.037974684,0.050632911,0.126582278,0.075949367,0.029126214,0.886740331,0,0.961165049
16,Manly West,153.1659499,-27.46748768,1863955.578,-3254348.204,1,8,0.966966967,0.112426036,0.171597633,0.130177515,0.047337278,0.088757396,0.278106509,0.147928994,0.102102102,0.872961373,0.015450644,0.910910911
17,Murarrie,153.1082177,-27.45397542,1858608.332,-3252031.284,1,8,1,0.075471698,0.094339623,0.037735849,0.037735849,0.094339623,0.245283019,0.075471698,0.109375,1,0.040089087,0.942708333
18,Tingalpa,153.1270458,-27.47359218,1860100.004,-3254432.202,1,8,0.846473029,0.14159292,0.097345133,0.053097345,0.026548673,0.03539823,0.203539823,0.088495575,0.099585062,1,0.071258907,0.993084371
19,Wakerley,153.1568604,-27.48277231,1862824.409,-3255866.998,1,10,0.941441441,0.076923077,0.092307692,0.097435897,0.020512821,0.035897436,0.194871795,0.087179487,0.031531532,0.833546735,0.034571063,0.8003003
20,Wynnum,153.1671116,-27.44039846,1864518.143,-3251434.818,1,6,0.985994398,0.114285714,0.142857143,0.085714286,0.021428571,0.064285714,0.271428571,0.107142857,0.112044818,0.898804781,0.028685259,0.963585434
21,Wynnum West - Hemmant,153.1409818,-27.44972721,1861841.105,-3252056.657,1,5,0.955882353,0.10880829,0.113989637,0.10880829,0.062176166,0.082901554,0.227979275,0.134715026,0.12745098,0.961349262,0.033731553,0.975490196
22,Bald Hills,153.0197327,-27.30750815,1852484.586,-3234877.674,1,7,1,0.067307692,0.096153846,0.096153846,0.038461538,0.086538462,0.259615385,0.086538462,0.103448276,0.938650307,0,0.968390805
23,Bridgeman Downs,152.9943548,-27.35207666,1849297.201,-3239326.304,1,10,0.919191919,0.082474227,0.082474227,0.072164948,0.010309278,0.092783505,0.18556701,0.082474227,0.050505051,0.743440233,0.052478134,0.717171717
24,Carseldine,153.0154596,-27.34742159,1851413.079,-3239133.357,1,9,0.97029703,0.03960396,0.079207921,0.069306931,0.00990099,0.01980198,0.099009901,0.069306931,0.069306931,1,0,0.881188119
25,Everton Park,152.9873726,-27.40077348,1847820.358,-3244492.846,1,9,1,0.064220183,0.091743119,0.082568807,0.04587156,0.110091743,0.23853211,0.100917431,0.074766355,1,0.064,1
26,McDowall,152.9917563,-27.38242757,1848546.019,-3242572.183,1,10,1,0.118181818,0.145454545,0.154545455,0.072727273,0.1,0.254545455,0.172727273,0.046728972,0.986631016,0.032085561,1
27,Aspley,153.0184896,-27.36686105,1851385.07,-3241281.369,1,8,1,0.080882353,0.066176471,0.044117647,0,0.044117647,0.132352941,0.073529412,0.054421769,0.952148438,0.0234375,0.891156463
28,Chermside,153.032048,-27.38542405,1852388.305,-3243489.692,1,4,1,0.090799031,0.095641646,0.099273608,0.041162228,0.078692494,0.203389831,0.105326877,0.180722892,1,0.041811847,0.678714859
29,Chermside West,153.0123898,-27.38316835,1850526.812,-3242956.008,1,9,0.597701149,0.02739726,0.054794521,0.095890411,0.02739726,0.054794521,0.136986301,0.082191781,0.034482759,0.825732899,0.029315961,0.816091954
30,Geebung,153.0472787,-27.37258405,1854071.533,-3242325.021,1,8,0.977443609,0.169811321,0.094339623,0.075471698,0,0.113207547,0.245283019,0.113207547,0.180451128,0.764578834,0.03887689,1
31,Kedron - Gordon Park,153.0304616,-27.40613352,1851893.144,-3245707.082,1,9,1,0.077380952,0.05952381,0.107142857,0.017857143,0.089285714,0.196428571,0.083333333,0.02739726,1,0.056470588,1
32,Stafford,153.010245,-27.40950845,1849885.198,-3245774.507,1,6,0.769230769,0.161764706,0.235294118,0.220588235,0.102941176,0.147058824,0.338235294,0.25,0.177514793,0.944162437,0,0.974358974
33,Stafford Heights,153.0091657,-27.39687253,1849989.38,-3244391.37,1,7,0.783625731,0.113402062,0.113402062,0.134020619,0.082474227,0.082474227,0.24742268,0.103092784,0.16374269,1,0.049833887,1
34,Wavell Heights,153.047534,-27.39223133,1853771.502,-3244454.58,1,10,0.861538462,0.056737589,0.092198582,0.056737589,0.035460993,0.035460993,0.177304965,0.063829787,0.024615385,0.969026549,0.037168142,1
35,Boondall,153.0697118,-27.34880648,1856631.802,-3240083.578,1,6,0.812749004,0.154761905,0.142857143,0.035714286,0.095238095,0.107142857,0.285714286,0.119047619,0.071713147,0.898617512,0.082949309,0.807436919
36,Brisbane Airport,153.1177625,-27.39239826,1860550.907,-3245510.473,1,10,0.961785975,0.08127656,0.080144249,0.073334356,0.045850633,0.046997014,0.179102323,0.087419612,0.042108689,0.944708251,0.024946012,0.907113406
37,Eagle Farm - Pinkenba,153.0966072,-27.43486501,1857804.344,-3249792.012,1,8,1,0.10495335,0.0917554,0.104025773,0.055933951,0.07257624,0.168362438,0.102310602,0,1,0,1
38,Northgate - Virginia,153.0677163,-27.38385238,1855859.248,-3243845.883,1,8,1,0.087912088,0.120879121,0.065934066,0.065934066,0.087912088,0.241758242,0.120879121,0.065934066,0.937205651,0.028257457,1
39,Nudgee - Banyo,153.0893473,-27.36735719,1858221.568,-3242380.85,1,8,0.924242424,0.110294118,0.125,0.169117647,0.058823529,0.044117647,0.257352941,0.132352941,0.068181818,1,0.065789474,1
40,Nundah,153.062051,-27.40249243,1855003.802,-3245779.015,1,7,0.920930233,0.108490566,0.134433962,0.091981132,0.063679245,0.08254717,0.257075472,0.122641509,0.074418605,1,0.055629139,0.812403101
41,Bracken Ridge,153.0342263,-27.32008053,1853677.804,-3236451.707,1,7,0.932773109,0.048192771,0.128514056,0.072289157,0.068273092,0.096385542,0.240963855,0.13253012,0.071428571,0.987364621,0.014440433,0.941176471
42,Brighton (Qld),153.0553248,-27.29648935,1856106.771,-3234210.635,1,7,1,0.14379085,0.111111111,0.130718954,0.078431373,0.08496732,0.261437908,0.14379085,0.041958042,0.867326733,0.035643564,1
43,Deagon,153.0595674,-27.3278102,1855998.922,-3237662.05,1,4,1,0.170212766,0.085106383,0.063829787,0.127659574,0.191489362,0.319148936,0.212765957,0,1,0.062937063,1
44,Sandgate - Shorncliffe,153.0684105,-27.32047128,1856974.85,-3236998.656,1,7,0.813559322,0.047058824,0.070588235,0.082352941,0.035294118,0.047058824,0.152941176,0.058823529,0.033898305,0.632850242,0,0.670433145
45,Taigum - Fitzgibbon,153.0388195,-27.34061457,1853782.508,-3238741.203,1,6,1,0.107142857,0.119047619,0.083333333,0.047619048,0.107142857,0.25,0.136904762,0.098039216,1,0.044485635,0.723311547
46,Zillmere,153.0389081,-27.35842162,1853496.919,-3240669.199,1,3,0.730923695,0.212962963,0.157407407,0.083333333,0.074074074,0.157407407,0.37037037,0.175925926,0.248995984,1,0.095454545,0.698795181
47,Camp Hill,153.0780029,-27.49630403,1854991.402,-3256164.568,1,10,0.972010178,0.046511628,0.034883721,0.046511628,0.011627907,0.029069767,0.11627907,0.029069767,0.03562341,0.845434939,0.030194105,0.975402884
48,Cannon Hill,153.0947514,-27.47237429,1857003.782,-3253822.834,1,9,0.909090909,0.052631579,0.039473684,0.052631579,0.026315789,0.026315789,0.092105263,0.065789474,0,0.937198068,0.028985507,1
49,Carina,153.0988143,-27.48755835,1857144.262,-3255525.696,1,9,1,0.126865672,0.134328358,0.141791045,0.052238806,0.074626866,0.23880597,0.149253731,0.021352313,1,0.072800809,1
50,Carina Heights,153.0912617,-27.50721017,1856090.003,-3257540.336,1,6,1,0.183098592,0.112676056,0.14084507,0.042253521,0.070422535,0.267605634,0.154929577,0.115942029,1,0.075,0.826086957
51,Carindale,153.1132316,-27.51058691,1858153.477,-3258230.341,1,10,0.970666667,0.10031348,0.10031348,0.086206897,0.031347962,0.061128527,0.20846395,0.097178683,0.021333333,0.84,0.023076923,0.707555556
52,Annerley,153.0324788,-27.51227721,1850335.166,-3257221.743,1,7,1,0.11827957,0.11827957,0.075268817,0.032258065,0.064516129,0.225806452,0.107526882,0.030927835,1,0.079881657,0.969072165
53,Coorparoo,153.0614554,-27.49879853,1853353.562,-3256190.323,1,10,1,0.058823529,0.070588235,0.047058824,0.023529412,0.082352941,0.152941176,0.064705882,0.016901408,0.901195219,0,0.937089202
54,Fairfield - Dutton Park,153.0246044,-27.50215689,1849742.523,-3256010.766,1,7,1,0.173913043,0.043478261,0.086956522,0.043478261,0,0.217391304,0.086956522,0,0.922330097,0,0.789272031
55,Greenslopes,153.0477371,-27.50706304,1851893.37,-3256882.31,1,8,1,0.094594595,0.135135135,0.108108108,0.121621622,0.121621622,0.22972973,0.162162162,0,1,0.037094281,0.97996357
56,Holland Park,153.0701084,-27.51849012,1853862.616,-3258448.556,1,7,0.846715328,0.038461538,0.053846154,0.061538462,0.038461538,0.046153846,0.123076923,0.053846154,0.02919708,0.878125,0.0375,0.914841849
57,Holland Park West,153.0604666,-27.52625378,1852804.117,-3259146.386,1,9,0.971751412,0.037037037,0.074074074,0.049382716,0.037037037,0.037037037,0.172839506,0.061728395,0,0.887459807,0.028938907,0.881355932
58,Woolloongabba,153.0365922,-27.49309276,1851048.871,-3255206.51,1,6,1,0.094339623,0,0.037735849,0,0.037735849,0.169811321,0,0,1,0,0.864864865
59,Yeronga,153.0105996,-27.52125799,1848076.199,-3257871.562,1,9,0.888888889,0.045454545,0.056818182,0.125,0.022727273,0.079545455,0.159090909,0.068181818,0.031746032,0.988023952,0.026946108,0.97707231
60,Eight Mile Plains,153.0920839,-27.57929603,1854975.222,-3265351.898,1,8,0.874396135,0.056179775,0.084269663,0.056179775,0.050561798,0.101123596,0.196629213,0.073033708,0.024154589,0.906593407,0.012362637,0.328502415
61,Macgregor (Qld),153.0730225,-27.56531483,1853368.845,-3263557.921,1,5,1,0.050847458,0.084745763,0.016949153,0.06779661,0.084745763,0.13559322,0.084745763,0,0.712290503,0.067039106,0.211221122
62,Mansfield (Qld),153.1051373,-27.53481124,1856971.095,-3260731.611,1,8,0.752066116,0.094827586,0.112068966,0.094827586,0.025862069,0.051724138,0.181034483,0.112068966,0.041322314,0.779640719,0.050299401,0.655647383
63,Mount Gravatt,153.0805104,-27.53359857,1854615.93,-3260236.738,1,7,0.85326087,0.158469945,0.174863388,0.169398907,0.081967213,0.163934426,0.327868852,0.207650273,0.076086957,1,0.05629398,1
64,Rochedale - Burbank,153.1463619,-27.56368664,1860467.333,-3264465.423,1,10,1,0.100917431,0.128440367,0.137614679,0.073394495,0.211009174,0.357798165,0.183486239,0.030150754,0.839488636,0.025568182,0.546063652
65,Upper Mount Gravatt,153.0814395,-27.55344298,1854377,-3262397.568,1,6,1,0.126126126,0.081081081,0.09009009,0.063063063,0.099099099,0.27027027,0.09009009,0.098360656,1,0.046082949,0.932604736
66,Wishart,153.1010728,-27.55447627,1856253.18,-3262799.219,1,9,0.843205575,0.111111111,0.104166667,0.166666667,0.048611111,0.111111111,0.270833333,0.131944444,0.034843206,0.765765766,0.036036036,0.56213705
67,Coopers Plains,153.0365155,-27.56567465,1849842.636,-3263058.97,1,4,1,0.113207547,0.150943396,0.132075472,0.075471698,0.094339623,0.264150943,0.150943396,0.126126126,1,0,0.618618619
68,Moorooka,153.0245844,-27.53434847,1849209.223,-3259493.743,1,7,1,0.066037736,0.132075472,0.094339623,0.037735849,0.075471698,0.188679245,0.103773585,0.045977011,1,0.019715225,1
69,Robertson,153.0574077,-27.56537195,1851862.235,-3263333.913,1,6,1,0.129032258,0.048387097,0.129032258,0.016129032,0.129032258,0.290322581,0.080645161,0,0.810584958,0.050139276,0.14379085
70,Salisbury - Nathan,153.0442006,-27.54888567,1850861.118,-3261355.497,1,7,0.898989899,0.2375,0.0625,0.1,0.075,0.05,0.2875,0.1375,0.101010101,0.926724138,0.034482759,0.882154882
71,Tarragindi,153.0455862,-27.52708178,1851355.058,-3259016.677,1,10,1,0.064935065,0.084415584,0.038961039,0.006493506,0.012987013,0.116883117,0.058441558,0.027472527,0.874704492,0.037825059,1
72,Algester,153.0324124,-27.61273975,1848669.763,-3268091.283,1,6,0.842105263,0.128,0.112,0.112,0.072,0.12,0.296,0.144,0.022556391,0.998922414,0.019396552,0.611528822
73,Calamvale - Stretton,153.0673292,-27.62827487,1851778.267,-3270286.318,1,8,1,0.096573209,0.115264798,0.087227414,0.07165109,0.152647975,0.267912773,0.115264798,0.01618123,1,0.011054813,0.308522114
74,Pallara - Willawong,153.0033288,-27.62139227,1845723.697,-3268600.067,1,8,1,0.116071429,0.160714286,0.133928571,0.107142857,0.053571429,0.276785714,0.151785714,0.152866242,1,0.077205882,0.72611465
75,Parkinson - Drewvale,153.0387613,-27.64450169,1848757.032,-3271621.522,1,9,0.882978723,0.07037037,0.151851852,0.062962963,0.062962963,0.088888889,0.237037037,0.107407407,0.031914894,0.941594718,0.027425089,0.482269504
76,Rocklea - Acacia Ridge,153.0122696,-27.56783682,1847468.932,-3262936.267,1,1,0.916334661,0.108108108,0.130977131,0.097713098,0.081081081,0.117463617,0.269230769,0.12993763,0.111553785,1,0.026966292,0.557768924
77,Kuraby,153.0937457,-27.60684124,1854679.108,-3268356.752,1,7,0.941580756,0.108108108,0.072072072,0.099099099,0.081081081,0.117117117,0.297297297,0.09009009,0.020618557,0.821674877,0.04137931,0.295532646
78,Runcorn,153.0767832,-27.59818282,1853187.442,-3267169.686,1,5,0.918781726,0.123152709,0.177339901,0.123152709,0.098522167,0.236453202,0.354679803,0.187192118,0.060913706,0.976693372,0.043699927,0.379018613
79,Sunnybank,153.0595115,-27.57840867,1851849.505,-3264775.506,1,4,0.906832298,0.096910112,0.117977528,0.085674157,0.068820225,0.16011236,0.280898876,0.129213483,0.037267081,1,0.074733096,0.265010352
80,Sunnybank Hills,153.0521382,-27.5959616,1850848.438,-3266566.152,1,5,0.908296943,0.082508251,0.105610561,0.052805281,0.056105611,0.138613861,0.244224422,0.112211221,0.03930131,0.901496259,0.011221945,0.331877729
81,Jindalee - Mount Ommaney,152.9350173,-27.5400345,1840475.928,-3258794.197,1,10,0.89380531,0.191011236,0.123595506,0.123595506,0.02247191,0.06741573,0.224719101,0.146067416,0.026548673,0.750948167,0.053097345,0.805309735
82,Middle Park - Jamboree Heights,152.927314,-27.55609946,1839469.008,-3260419.922,1,9,1,0.219047619,0.114285714,0.142857143,0.057142857,0.085714286,0.314285714,0.19047619,0,0.903183024,0.055702918,0.862385321
83,Riverhills,152.9094124,-27.56187028,1837647.686,-3260782.538,1,9,0.827586207,0.158730159,0.142857143,0.206349206,0.095238095,0.095238095,0.349206349,0.19047619,0,1,0.035433071,0.873563218
84,Seventeen Mile Rocks - Sinnamon Park,152.9520586,-27.54580794,1842024.823,-3259668.651,1,10,1,0.11965812,0.085470085,0.11965812,0,0.034188034,0.239316239,0.085470085,0.027874564,0.928358209,0.035820896,0.843205575
85,Westlake,152.9127589,-27.54862272,1838187.851,-3259397.824,1,10,1,0.122807018,0.087719298,0.070175439,0.035087719,0,0.228070175,0.070175439,0.077669903,0.885793872,0.066852368,0.841423948
86,Bellbowrie - Moggill,152.8792427,-27.57302796,1834555.072,-3261549.264,1,10,0.991304348,0.119047619,0.142857143,0.148809524,0.029761905,0.083333333,0.303571429,0.142857143,0.017391304,0.766009852,0.024630542,0.850241546
87,Brookfield - Kenmore Hills,152.8753568,-27.4769815,1835753.379,-3251097.999,1,10,0.939759036,0.164179104,0.208955224,0.119402985,0.029850746,0.074626866,0.298507463,0.164179104,0,0.527240773,0,0.642570281
88,Chapel Hill,152.9483795,-27.49888589,1842441.401,-3254537.083,1,10,0.98089172,0.007874016,0.047244094,0.086614173,0,0.007874016,0.086614173,0.047244094,0,0.712465878,0.032757052,0.700636943
89,Fig Tree Pocket,152.961901,-27.52783905,1843269.814,-3257868.483,1,10,0.984375,0.042553191,0,0.021276596,0.021276596,0.021276596,0.106382979,0,0,0.677200903,0,0.703125
90,Kenmore,152.9376322,-27.51683361,1841109.398,-3256321.784,1,10,1,0.135338346,0.097744361,0.142857143,0.022556391,0.060150376,0.263157895,0.127819549,0,0.756410256,0.019230769,0.8639201
91,Pinjarra Hills - Pullenvale,152.8785354,-27.52532265,1835268.322,-3256376.059,1,10,0.965517241,0.080645161,0.14516129,0.129032258,0.048387097,0.064516129,0.225806452,0.161290323,0,0.675367047,0.068515498,0.685823755
92,Chelmer - Graceville,152.9788104,-27.51777533,1845066.773,-3257027.609,1,10,0.968992248,0.044642857,0.035714286,0.089285714,0.008928571,0.035714286,0.151785714,0.035714286,0,0.787375415,0,0.906976744
93,Corinda,152.9837451,-27.54325598,1845123.152,-3259857.332,1,9,1,0.074074074,0.018518519,0.055555556,0,0,0.111111111,0.037037037,0,0.670391061,0.055865922,0.763796909
94,Indooroopilly,152.9798661,-27.50634541,1845356.855,-3255806.276,1,9,1,0.06875,0.04375,0.06875,0.01875,0.075,0.1375,0.06875,0,0.790780142,0.021276596,0.571038251
95,Sherwood,152.9811678,-27.53053127,1845084.127,-3258442.545,1,10,1,0.112903226,0.016129032,0.048387097,0,0.032258065,0.177419355,0.016129032,0,0.775471698,0.045283019,0.882882883
96,St Lucia,153.0049221,-27.49806428,1847910.943,-3255278.367,1,7,0.913705584,0.038834951,0.029126214,0.048543689,0.029126214,0.097087379,0.165048544,0.048543689,0,0.464849354,0,0.311336717
97,Taringa,152.9819527,-27.49349666,1845769.802,-3254446.561,1,9,1,0.056818182,0.022727273,0.011363636,0.011363636,0.022727273,0.079545455,0.022727273,0,0.711864407,0,0.605664488
98,Enoggera,152.9747976,-27.42716489,1846171.401,-3247163.774,1,8,1,0.089270605,0.100373968,0.095703178,0.049429396,0.080894062,0.205004172,0.118057267,0.078431373,1,0.083217753,1
99,Enoggera Reservoir,152.8705242,-27.43346352,1835999.473,-3246317.776,2,6,0.934196293,0.088264642,0.10301,0.076925732,0.022385166,0.044843496,0.174499718,0.096933081,0.016809716,0.712806668,0.024287484,0.834898033
100,Keperra,152.9522076,-27.41377024,1844210.449,-3245382.66,1,5,0.903225806,0.129032258,0.107526882,0.086021505,0.043010753,0.11827957,0.225806452,0.150537634,0.119815668,0.96977661,0.047306176,0.949308756
101,Mitchelton,152.970434,-27.41210713,1845997.921,-3245470.295,1,9,1,0.067307692,0.048076923,0.076923077,0.028846154,0.028846154,0.163461538,0.076923077,0.129032258,1,0.049079755,1
102,Mount Coot-tha,152.9485339,-27.47490383,1842850.584,-3251944.163,1,6,0.95065938,0.05932241,0.069357032,0.070604405,0.022932736,0.039943549,0.142240084,0.072696097,0.003756508,0.750696816,0.013597531,0.762415348
103,The Gap,152.9412489,-27.44590309,1842624.075,-3248699.079,1,10,0.961460446,0.090456903,0.094198691,0.076472332,0.030873486,0.062124767,0.181056023,0.10240456,0.016227181,0.73907979,0.027955737,0.861392833
104,Upper Kedron - Ferny Grove,152.9205767,-27.41434695,1841146.341,-3244981.274,1,10,0.954022989,0.056497175,0.033898305,0.04519774,0.02259887,0.04519774,0.107344633,0.06779661,0.034482759,0.913477537,0.054908486,1
105,Brisbane City,153.0230729,-27.46832562,1850153.156,-3252327.558,1,7,1,0.088691942,0.123181196,0.080037565,0.050444069,0.086223403,0.23469264,0.129301028,0,0.85,0,0.560386473
106,Fortitude Valley,153.0353231,-27.45633644,1851533.475,-3251210.718,1,7,0.867924528,0.084886512,0.061590598,0.080559323,0.025222034,0.070138728,0.184913888,0.105191054,0.150943396,0.845744681,0,0.603773585
107,Highgate Hill,153.0174851,-27.48753688,1849296.852,-3254324.044,1,7,0.904761905,0.097560976,0.024390244,0.048780488,0.024390244,0.097560976,0.195121951,0.073170732,0.071428571,0.87628866,0,0.619047619
108,Kangaroo Point,153.0367355,-27.47666622,1851334.019,-3253431.238,1,9,0.704225352,0.148148148,0.222222222,0.148148148,0.111111111,0.259259259,0.37037037,0.259259259,0,0.936758893,0,0.732394366
109,New Farm,153.0456474,-27.46642614,1852363.271,-3252454.575,1,9,1,0.082983796,0.030795299,0.080820202,0.012611017,0.062096391,0.160024511,0.093136068,0,0.975395431,0,0.906832298
110,South Brisbane,153.0198875,-27.47907571,1849668.317,-3253443.867,1,7,1,0.128490447,0.072522682,0.080405252,0.044744904,0.098639021,0.238173737,0.104846628,0,1,0.223255814,0.488888889
111,Spring Hill,153.0246065,-27.45946151,1850447.483,-3251391.014,1,4,1,0.100793597,0.075895919,0.090122462,0.048619496,0.102108997,0.227794327,0.133348736,0,0.60591133,0,0.288888889
112,West End,153.0058689,-27.48339805,1848244.148,-3253705.313,1,8,0.917808219,0.113025712,0.048456463,0.06459287,0.034567574,0.098099998,0.216647844,0.08900868,0.068493151,0.687378641,0.034951456,0.520547945
113,Balmoral,153.0675533,-27.45614905,1854647.483,-3251665.695,1,10,0.831168831,0.202702703,0.148648649,0.081081081,0.054054054,0.148648649,0.324324324,0.148648649,0.038961039,0.768361582,0,0.874458874
114,Bulimba,153.0592791,-27.44856344,1853974.29,-3250722.863,1,10,0.835978836,0.209302326,0.127906977,0.058139535,0.046511628,0.127906977,0.279069767,0.151162791,0.031746032,0.846036585,0.027439024,0.920634921
115,East Brisbane,153.0468442,-27.48391638,1852189.741,-3254364.664,1,9,1,0.107142857,0.089285714,0.053571429,0,0.071428571,0.214285714,0.071428571,0,1,0,0.985815603
116,Hawthorne,153.0592307,-27.46396477,1853714.94,-3252388.545,1,10,1,0.123287671,0.054794521,0.054794521,0.02739726,0.04109589,0.150684932,0.068493151,0.042857143,0.98136646,0,1
117,Morningside - Seven Hills,153.0764074,-27.46651873,1855330.439,-3252918.351,1,9,0.953216374,0.056603774,0.056603774,0.050314465,0.037735849,0.031446541,0.144654088,0.056603774,0.064327485,0.959302326,0.034883721,1
118,Norman Park,153.0629657,-27.48014822,1853807.752,-3254194.662,1,10,1,0.050505051,0.050505051,0.02020202,0,0.04040404,0.090909091,0.050505051,0.039800995,0.836415363,0.025604552,1
119,Albion,153.0444689,-27.43255558,1852809.191,-3248772.412,1,10,1,0.099187565,0.075554637,0.105373105,0.044109136,0.076195956,0.174833919,0.1063361,0,0.901734104,0,0.986666667
120,Alderley,153.0009996,-27.42562524,1848726.699,-3247382.361,1,10,1,0.066666667,0.083333333,0.066666667,0.05,0.05,0.15,0.083333333,0,0.855753647,0.05834684,0.977272727
121,Ascot,153.0661262,-27.42985525,1854944.687,-3248799.726,1,10,0.954954955,0.038461538,0,0.019230769,0,0,0.057692308,0,0,0.864935065,0,0.708708709
122,Clayfield,153.0544399,-27.41914915,1853993.45,-3247468.908,1,9,0.965811966,0.12195122,0.089430894,0.113821138,0.073170732,0.113821138,0.25203252,0.146341463,0.051282051,0.89671932,0,0.740740741
123,Grange,153.0152689,-27.42258905,1850154.526,-3247263.826,1,10,0.982035928,0.054054054,0.067567568,0.040540541,0.027027027,0.027027027,0.108108108,0.040540541,0,0.731707317,0,0.938123752
124,Hamilton (Qld),153.0618253,-27.43658857,1854418.112,-3249464.779,1,10,0.795698925,0.195121951,0.195121951,0.219512195,0.12195122,0.170731707,0.268292683,0.219512195,0,1,0,0.924731183
125,Hendra,153.0702547,-27.41774738,1855543.597,-3247550.651,1,10,0.970588235,0.06122449,0.020408163,0.020408163,0.040816327,0.020408163,0.081632653,0.06122449,0.044117647,0.866108787,0,0.921568627
126,Kelvin Grove - Herston,153.0168999,-27.4488686,1849878.401,-3250131.369,1,6,0.914572864,0.148514851,0.118811881,0.118811881,0.118811881,0.198019802,0.356435644,0.217821782,0.030150754,0.665236052,0.077253219,0.432160804
127,Newmarket,153.007811,-27.43529375,1849224.904,-3248528.752,1,9,1,0.1,0.02,0.02,0.02,0.04,0.16,0.02,0,1,0.054878049,1
128,Newstead - Bowen Hills,153.0406648,-27.4479241,1852188.048,-3250379.21,1,10,1,0.081081081,0,0.081081081,0,0.054054054,0.135135135,0.081081081,0,1,0.111627907,1
129,Wilston,153.0186271,-27.43474702,1850278.161,-3248628.797,1,10,0.991735537,0.073529412,0.014705882,0.029411765,0.029411765,0.044117647,0.117647059,0.044117647,0.066115702,0.811004785,0,0.947658402
130,Windsor,153.0301589,-27.43421371,1851400.283,-3248740.928,1,9,0.993939394,0.085948166,0.061643384,0.078073119,0.040797256,0.073631228,0.175529469,0.095773819,0.084848485,0.95979021,0.104895105,0.949494949
131,Wooloowin - Lutwyche,153.0406486,-27.41710248,1852695.655,-3247044.073,1,9,0.918454936,0.059322034,0.093220339,0.093220339,0.025423729,0.042372881,0.161016949,0.084745763,0.025751073,0.949693252,0,0.884120172
132,Ashgrove,152.9819092,-27.44427141,1846576.327,-3249119.324,1,10,1,0.046632124,0.03626943,0.041450777,0.025906736,0.031088083,0.113989637,0.046632124,0.013824885,0.80239521,0.011976048,0.923195084
